,id,tomato1,tomato2,s02,s03,s04,s05,s06,s07,s08,s09,s10,s11,finsave,finsaveqty,sexf,books,impulse,finplan,fincompare,impulse_regret,saveatt_item,saveatt,B1,B2,B3,B4,B5,B6,B7,A1,A2,A3,A4,A5,A6,A7,C1,C2,C3,C4,C5,C6,C7,schoolID,treatment,budget_ind,fin02c_,cityd1,cityd2,cityd3,grade8,agemonths,ageyrs,homemum,homedad,cogn1,cogn2,cogn3,cogn4,relmath,migrantbackground,month_APR
0,645,,,3.0,3.0,2.0,3.0,3.0,3.0,,1.0,3.0,2.0,0.0,,1.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,25,1,50.0,50.0,0,0,1,0.0,166.0,13.833333,1.0,1.0,0.0,0.0,0.0,0.0,-1.9333334,0.0,1.0
1,643,0.0,,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,,0.0,3.0,5.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,25,1,60.0,12.5,0,0,1,0.0,181.0,15.083333,1.0,1.0,1.0,1.0,0.0,0.0,-0.9333334,0.0,1.0
2,647,0.0,0.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,15.0,1.0,1.0,,,,,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,25,1,4.0,0.0,0,0,1,0.0,157.0,13.083333,1.0,0.0,1.0,0.0,0.0,0.0,0.0666666,1.0,1.0
3,648,,,3.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,0.0,,1.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,25,1,75.0,,0,0,1,0.0,158.0,13.166667,1.0,1.0,1.0,0.0,0.0,0.0,0.0666666,1.0,1.0
4,640,0.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,100.0,0.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,3.0,25,1,30.0,25.0,0,0,1,0.0,178.0,14.833333,1.0,1.0,0.0,0.0,0.0,0.0,1.0666666,0.0,1.0
5,642,0.0,,3.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,,0.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,25,1,5.0,10.0,0,0,1,0.0,174.0,14.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0666666,1.0,1.0
6,644,0.0,,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,,0.0,1.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,,,,,,,2.0,,,,,,,2.0,,,,,,,25,1,,,0,0,1,0.0,174.0,14.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0666666,0.0,1.0
7,634,0.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,,0.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,25,1,10.0,7.0,0,0,1,0.0,176.0,14.666667,1.0,1.0,1.0,1.0,0.0,0.0,1.0666666,1.0,1.0
8,641,0.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,,,0.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,25,1,,60.0,0,0,1,0.0,172.0,14.333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0666666,1.0,1.0
9,639,0.0,0.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,,0.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,,,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,25,1,,0.0,0,0,1,0.0,160.0,13.333333,1.0,1.0,0.0,0.0,0.0,0.0,-1.9333334,0.0,1.0
10,649,,,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,0.0,,1.0,2.0,4.0,3.0,3.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,25,1,50.0,15.0,0,0,1,0.0,166.0,13.833333,1.0,0.0,0.0,0.0,0.0,0.0,1.0666666,1.0,1.0
11,638,0.0,,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,140.25,0.0,3.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,25,1,75.0,,0,0,1,0.0,177.0,14.75,1.0,1.0,0.0,1.0,0.0,0.0,0.0666666,0.0,1.0
12,646,,,3.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,0.0,,1.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,25,1,75.0,,0,0,1,0.0,166.0,13.833333,1.0,1.0,1.0,0.0,0.0,0.0,0.0666666,0.0,1.0
13,637,1.0,,3.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,30.0,0.0,3.0,2.0,5.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,25,1,10.0,55.0,0,0,1,0.0,163.0,13.583333,1.0,1.0,0.0,1.0,1.0,0.0,1.0666666,1.0,1.0
14,636,1.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,40.0,0.0,2.0,2.0,4.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,25,1,20.0,17.5,0,0,1,0.0,163.0,13.583333,1.0,1.0,0.0,1.0,1.0,0.0,0.0666666,1.0,1.0
15,1415,1.0,,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,3.0,3.0,1.0,20.0,0.0,,3.0,3.0,2.5,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,20,1,,,0,1,0,0.0,184.0,15.333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0666666,1.0,1.0
16,1423,0.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,10.0,0.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,,4.0,3.0,3.0,3.0,20,1,40.0,30.0,0,1,0,0.0,207.0,17.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0666666,1.0,1.0
17,1416,0.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,8.0,0.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,20,1,4.0,5.0,0,1,0,0.0,198.0,16.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0666666,1.0,1.0
18,1414,0.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,0.0,,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,1,12.5,,0,1,0,0.0,164.0,13.666667,1.0,0.0,0.0,0.0,0.0,0.0,-0.9333334,1.0,1.0
19,1420,0.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,,1.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,20,1,3.0,3.5,0,1,0,0.0,154.0,12.833333,1.0,1.0,0.0,0.0,0.0,0.0,1.0666666,1.0,1.0
20,1427,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,20.0,0.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,20,1,10.0,21.0,0,1,0,0.0,152.0,12.666667,1.0,0.0,1.0,1.0,0.0,0.0,0.0666666,1.0,1.0
21,1417,0.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,0.0,,1.0,1.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,20,1,30.0,7.5,0,1,0,0.0,158.0,13.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666,0.0,1.0
22,1421,0.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,,1.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,3.0,3.0,3.0,3.0,20,1,30.0,,0,1,0,0.0,196.0,16.333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0666666,1.0,1.0
23,1418,0.0,0.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20,1,35.0,25.0,0,1,0,0.0,169.0,14.083333,1.0,1.0,0.0,0.0,0.0,0.0,0.0666666,1.0,1.0
24,1413,0.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,,0.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,1,30.0,10.0,0,1,0,0.0,176.0,14.666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0666666,1.0,1.0
25,1422,0.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,0.0,,0.0,3.0,3.0,5.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,20,1,75.0,75.0,0,1,0,0.0,185.0,15.416667,1.0,0.0,0.0,1.0,0.0,0.0,-0.9333334,1.0,1.0
26,1419,,,3.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,20.0,0.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,20,1,10.0,20.0,0,1,0,0.0,183.0,15.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0666666,1.0,1.0
27,1425,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,,0.0,4.0,4.0,1.0,5.0,2.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,20,1,17.5,30.0,0,1,0,0.0,147.0,12.25,1.0,0.0,1.0,1.0,0.0,0.0,0.0666666,0.0,1.0
28,1424,0.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,60.0,0.0,4.0,2.0,4.0,5.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,,,3.0,2.0,3.0,4.0,3.0,4.0,2.0,20,1,,35.0,0,1,0,0.0,195.0,16.25,0.0,1.0,1.0,0.0,0.0,0.0,-0.9333334,1.0,1.0
29,1426,,,3.0,1.0,2.0,3.0,,3.0,1.0,1.0,2.0,3.0,1.0,20.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,20,1,5.0,25.0,0,1,0,0.0,163.0,13.583333,1.0,1.0,0.0,0.0,0.0,0.0,1.0666666,1.0,1.0
30,467,1.0,0.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,,1.0,1.0,5.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,25,1,50.0,,0,0,1,0.0,176.0,14.666667,1.0,0.0,0.0,0.0,0.0,0.0,0.84210515,1.0,1.0
31,472,1.0,,3.0,3.0,2.0,3.0,,3.0,4.0,1.0,3.0,2.0,0.0,,0.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,1,40.0,10.0,0,0,1,0.0,179.0,14.916667,0.0,0.0,0.0,0.0,0.0,0.0,-1.1578948,1.0,1.0
32,453,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,20.0,0.0,2.0,3.0,5.0,5.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,25,1,4.0,20.0,0,0,1,0.0,161.0,13.416667,1.0,1.0,0.0,0.0,0.0,0.0,0.84210515,1.0,1.0
33,456,,,,,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,,0.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25,1,80.0,30.0,0,0,1,0.0,158.0,13.166667,1.0,1.0,0.0,0.0,0.0,0.0,0.84210515,1.0,1.0
34,460,1.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,0.0,,0.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,25,1,175.0,60.0,0,0,1,0.0,173.0,14.416667,1.0,1.0,0.0,0.0,0.0,0.0,-0.15789485,0.0,1.0
35,462,1.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,20.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,25,1,30.0,15.0,0,0,1,0.0,168.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84210515,0.0,1.0
36,459,,,3.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,0.0,,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,,1.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,25,1,25.0,16.0,0,0,1,0.0,164.0,13.666667,1.0,1.0,0.0,1.0,0.0,0.0,0.84210515,0.0,1.0
37,466,1.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,0.0,,1.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,25,1,,,0,0,1,0.0,158.0,13.166667,1.0,0.0,0.0,0.0,0.0,0.0,0.84210515,1.0,1.0
38,457,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,94.0,0.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,25,1,75.0,110.0,0,0,1,0.0,176.0,14.666667,1.0,1.0,0.0,0.0,0.0,0.0,-0.15789485,0.0,1.0
39,473,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,,0.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,25,1,100.0,40.0,0,0,1,0.0,173.0,14.416667,1.0,1.0,0.0,0.0,0.0,0.0,-0.15789485,1.0,1.0
40,464,1.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,200.0,0.0,3.0,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,25,1,250.0,17.5,0,0,1,0.0,176.0,14.666667,1.0,1.0,0.0,0.0,0.0,0.0,-2.1578948,1.0,1.0
41,468,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,0.0,,1.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,,3.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,25,1,,,0,0,1,0.0,167.0,13.916667,1.0,0.0,0.0,0.0,0.0,0.0,-2.1578948,0.0,1.0
42,469,1.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,60.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,25,1,50.0,0.0,0,0,1,0.0,163.0,13.583333,1.0,0.0,1.0,1.0,0.0,0.0,0.84210515,0.0,1.0
43,471,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,15.0,0.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,25,1,25.0,10.0,0,0,1,0.0,175.0,14.583333,1.0,1.0,0.0,1.0,0.0,0.0,-1.1578948,1.0,1.0
44,458,,,3.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,0.0,,0.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,25,1,0.0,0.0,0,0,1,0.0,165.0,13.75,1.0,1.0,0.0,0.0,0.0,0.0,0.84210515,0.0,1.0
45,470,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,,0.0,2.0,2.0,4.0,1.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,25,1,,,0,0,1,0.0,169.0,14.083333,1.0,0.0,1.0,1.0,0.0,0.0,1.8421052,1.0,1.0
46,463,1.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,25,1,20.0,40.0,0,0,1,0.0,164.0,13.666667,1.0,1.0,0.0,0.0,0.0,0.0,-2.1578948,1.0,1.0
47,454,,1.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,0.0,,0.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,25,1,,,0,0,1,0.0,160.0,13.333333,1.0,1.0,0.0,0.0,0.0,0.0,0.84210515,1.0,1.0
48,461,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,,0.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,25,1,50.0,25.0,0,0,1,0.0,184.0,15.333333,0.0,1.0,0.0,0.0,0.0,0.0,-0.15789485,1.0,1.0
49,255,0.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,0.0,,1.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,17,1,22.5,22.5,0,1,0,0.0,155.0,12.916667,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0
50,1067,,1.0,3.0,3.0,1.0,4.0,2.0,,4.0,1.0,3.0,2.0,1.0,100.0,0.0,1.0,2.0,5.0,1.5,4.0,2.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,17,1,,,0,1,0,0.0,168.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.041666746,1.0,1.0
51,901,,1.0,3.0,3.0,1.0,,2.0,3.0,1.0,1.0,2.0,3.0,1.0,50.0,0.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,17,1,10.0,60.0,0,1,0,0.0,187.0,15.583333,1.0,0.0,1.0,0.0,0.0,0.0,1.0416667,1.0,1.0
52,1079,0.0,1.0,,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,10.0,0.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,17,1,25.0,,0,1,0,0.0,161.0,13.416667,1.0,0.0,0.0,0.0,0.0,0.0,1.0416667,1.0,1.0
53,1076,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,20.0,0.0,4.0,5.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,17,1,70.0,90.0,0,1,0,0.0,155.0,12.916667,1.0,0.0,0.0,0.0,0.0,0.0,1.0416667,1.0,1.0
54,900,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,,0.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,17,1,17.5,3.0,0,1,0,0.0,178.0,14.833333,1.0,0.0,0.0,0.0,0.0,0.0,-0.95833325,1.0,1.0
55,898,0.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0,,0.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,17,1,15.0,10.0,0,1,0,0.0,152.0,12.666667,1.0,1.0,0.0,0.0,1.0,0.0,0.041666746,0.0,1.0
56,1062,,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,50.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,17,1,60.0,,0,1,0,0.0,161.0,13.416667,1.0,1.0,1.0,0.0,0.0,0.0,1.0416667,1.0,1.0
