,id,tomato1,tomato2,s02,s03,s04,s05,s06,s07,s08,s09,s10,s11,finsave,finsaveqty,sexf,books,impulse,finplan,fincompare,impulse_regret,saveatt_item,saveatt,B1,B2,B3,B4,B5,B6,B7,A1,A2,A3,A4,A5,A6,A7,C1,C2,C3,C4,C5,C6,C7,schoolID,treatment,budget_ind,fin02c_,cityd1,cityd2,cityd3,grade8,agemonths,ageyrs,homemum,homedad,cogn1,cogn2,cogn3,cogn4,relmath,migrantbackground,month_APR
269,1517,0.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,20.0,0.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,10,1,10.0,8.0,1,0,0,0.0,163.0,13.583333,1.0,1.0,0.0,0.0,0.0,0.0,-0.7857144,0.0,1.0
270,418,1.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,0.0,,0.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,1,100.0,20.0,1,0,0,1.0,184.0,15.333333,1.0,1.0,0.0,0.0,0.0,0.0,-0.7647059,1.0,0.0
271,421,1.0,1.0,3.0,3.0,2.0,4.0,2.0,,1.0,2.0,1.0,,0.0,,0.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,1,50.0,80.0,1,0,0,1.0,186.0,15.5,0.0,0.0,1.0,1.0,0.0,0.0,1.2352941,1.0,0.0
272,1152,,,3.0,1.0,1.0,3.0,2.0,1.0,,,,3.0,0.0,,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,19,1,20.0,,0,1,0,1.0,170.0,14.166667,0.0,1.0,0.0,1.0,0.0,0.0,-1.3157895,0.0,0.0
273,76,0.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,,50.0,0.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,10,1,125.0,155.0,1,0,0,1.0,215.0,17.916666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
274,99,1.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,,4.0,3.0,3.0,0.0,,0.0,1.0,,,,,,,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4,1,50.0,0.0,1,0,0,0.0,165.0,13.75,,,1.0,0.0,0.0,0.0,-1.2631578,0.0,1.0
275,78,,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,20.0,0.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,,,1,0,0,1.0,180.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
276,109,0.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4,1,20.0,20.0,1,0,0,0.0,166.0,13.833333,1.0,1.0,1.0,0.0,0.0,0.0,-1.2631578,0.0,1.0
277,884,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,20.0,0.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,23,1,20.0,10.0,0,0,1,1.0,180.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.25,0.0,1.0
278,879,1.0,,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,,0.0,4.0,5.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,23,1,200.0,0.0,0,0,1,1.0,191.0,15.916667,1.0,1.0,1.0,0.0,1.0,0.0,0.75,1.0,1.0
279,1156,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,,,0.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,19,1,13.0,7.0,0,1,0,1.0,178.0,14.833333,0.0,1.0,1.0,1.0,0.0,0.0,0.68421054,1.0,0.0
280,422,0.0,,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,60.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,9,1,25.0,70.0,1,0,0,1.0,186.0,15.5,1.0,1.0,1.0,1.0,0.0,1.0,0.2352941,0.0,0.0
281,1144,1.0,,3.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,100.0,0.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,19,1,200.0,50.0,0,1,0,1.0,165.0,13.75,1.0,0.0,0.0,0.0,0.0,0.0,-0.31578946,0.0,0.0
282,97,,,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,70.0,0.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4,1,160.0,160.0,1,0,0,0.0,270.0,22.5,1.0,1.0,0.0,0.0,0.0,0.0,1.7368422,0.0,1.0
283,1509,0.0,0.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,100.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,10,1,,100.0,1,0,0,0.0,161.0,13.416667,1.0,0.0,0.0,0.0,0.0,0.0,0.21428561,0.0,1.0
284,82,0.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,3.0,0.0,,0.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,,10.0,1,0,0,1.0,162.0,13.5,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0
285,423,0.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,20.0,0.0,1.0,1.0,5.0,4.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9,1,50.0,10.0,1,0,0,1.0,174.0,14.5,1.0,0.0,1.0,0.0,0.0,0.0,-2.764706,0.0,0.0
286,81,0.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,,0.0,1.0,4.0,3.0,2.5,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,1,,,1,0,0,1.0,172.0,14.333333,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287,343,,,3.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,,3.0,0.0,,1.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,19,1,55.0,7.5,0,1,0,1.0,187.0,15.583333,1.0,1.0,0.0,0.0,0.0,0.0,-1.4285715,0.0,0.0
288,80,,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,40.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,,2.0,2.0,3.0,4.0,3.0,10,1,50.0,60.0,1,0,0,1.0,176.0,14.666667,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0
289,892,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,23,1,,,0,0,1,1.0,,,,,0.0,0.0,0.0,0.0,,,1.0
290,1506,1.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.6,0.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,10,1,2.4,3.6,1,0,0,0.0,157.0,13.083333,1.0,1.0,1.0,0.0,1.0,0.0,2.2142856,0.0,1.0
291,1159,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,13.0,0.0,5.0,4.0,2.0,2.0,2.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,19,1,10.0,13.0,0,1,0,1.0,161.0,13.416667,0.0,1.0,1.0,1.0,0.0,0.0,0.68421054,1.0,0.0
292,74,1.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,30.0,0.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,10,1,20.0,10.0,1,0,0,1.0,168.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
293,346,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,10.0,0.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,19,1,4.0,0.0,0,1,0,1.0,163.0,13.583333,1.0,1.0,1.0,0.0,0.0,0.0,-0.42857146,0.0,0.0
294,100,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,,,,,1.0,50.0,0.0,2.0,,,,,,,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4,1,7.5,40.0,1,0,0,0.0,160.0,13.333333,1.0,1.0,0.0,1.0,0.0,0.0,-0.26315784,,1.0
295,107,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,4,1,30.0,20.0,1,0,0,0.0,156.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.2631578,0.0,1.0
296,883,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,98.0,1.0,2.0,3.0,5.0,4.5,2.0,3.5,4.5,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,23,1,20.0,7.5,0,0,1,1.0,178.0,14.833333,1.0,1.0,0.0,0.0,0.0,0.0,-0.25,1.0,1.0
297,102,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,10.0,1.0,5.0,1.0,5.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4,1,15.0,3.5,1,0,0,0.0,187.0,15.583333,1.0,1.0,1.0,0.0,0.0,0.0,-0.26315784,1.0,1.0
298,345,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,0.0,,1.0,1.0,4.0,5.0,2.0,1.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,19,1,20.0,16.0,0,1,0,1.0,176.0,14.666667,1.0,1.0,0.0,0.0,0.0,0.0,1.5714285,0.0,0.0
299,1161,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,0.0,,1.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,19,1,200.0,0.0,0,1,0,1.0,192.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.68421054,0.0,0.0
300,896,0.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,23,1,80.0,5.0,0,0,1,1.0,195.0,16.25,1.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,1.0
301,889,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,,0.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,23,1,70.0,70.0,0,0,1,1.0,181.0,15.083333,1.0,0.0,0.0,0.0,0.0,0.0,-0.25,1.0,1.0
302,353,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0,,0.0,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,19,1,,,0,1,0,1.0,177.0,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.57142854,0.0,0.0
303,1147,1.0,1.0,3.0,,2.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,10.0,0.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,19,1,10.0,10.0,0,1,0,1.0,168.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.68421054,1.0,0.0
304,338,,1.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,0.0,,1.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,19,1,20.0,0.0,0,1,0,1.0,165.0,13.75,0.0,0.0,0.0,1.0,1.0,0.0,-0.42857146,1.0,0.0
305,1516,1.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,56.0,0.0,4.0,,,,,,,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,10,1,60.0,,1,0,0,0.0,160.0,13.333333,1.0,1.0,0.0,0.0,0.0,0.0,-0.7857144,0.0,1.0
306,1149,1.0,,3.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,0.0,,1.0,1.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,19,1,20.0,25.0,0,1,0,1.0,165.0,13.75,1.0,1.0,1.0,0.0,0.0,0.0,0.68421054,0.0,0.0
307,108,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,,0.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4,1,20.0,15.0,1,0,0,0.0,154.0,12.833333,1.0,1.0,0.0,0.0,0.0,0.0,-0.26315784,0.0,1.0
308,64,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,,1.0,1.0,3.0,4.0,5.0,3.0,3.0,5.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,10,1,20.0,0.0,1,0,0,1.0,179.0,14.916667,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
309,301,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,,0.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,1,30.0,30.0,1,0,0,1.0,176.0,14.666667,0.0,0.0,0.0,0.0,0.0,0.0,-0.7647059,1.0,0.0
310,333,,0.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,0.0,,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,19,1,60.0,10.0,0,1,0,1.0,174.0,14.5,1.0,1.0,1.0,0.0,1.0,0.0,-0.42857146,0.0,0.0
311,1511,0.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,10,1,75.0,150.0,1,0,0,0.0,156.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21428561,0.0,1.0
312,68,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,0.0,,1.0,,3.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,10,1,,,1,0,0,1.0,168.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
313,195,0.0,1.0,3.0,3.0,2.0,3.0,2.0,,1.0,1.0,3.0,2.0,1.0,70.0,0.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,9,1,20.0,,1,0,0,0.0,191.0,15.916667,0.0,0.0,1.0,0.0,0.0,0.0,1.1176472,1.0,0.0
314,192,0.0,1.0,,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,,0.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,9,1,40.0,16.0,1,0,0,0.0,181.0,15.083333,1.0,1.0,1.0,1.0,0.0,1.0,-0.8823528,1.0,0.0
315,190,1.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,,1.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,9,1,,,1,0,0,0.0,166.0,13.833333,1.0,1.0,0.0,0.0,0.0,0.0,-0.8823528,0.0,0.0
316,1248,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,0.0,,1.0,1.0,5.0,2.5,4.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,14,1,150.0,21.0,1,0,0,0.0,156.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2352941,0.0,1.0
317,185,0.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,200.0,0.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,9,1,20.0,15.0,1,0,0,0.0,158.0,13.166667,0.0,1.0,1.0,0.0,0.0,0.0,0.11764717,0.0,0.0
318,1246,1.0,0.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,50.0,0.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,14,1,15.0,0.0,1,0,0,0.0,178.0,14.833333,1.0,1.0,0.0,0.0,0.0,0.0,1.2352941,1.0,1.0
319,1237,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,40.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,14,1,60.0,100.0,1,0,0,0.0,159.0,13.25,1.0,1.0,0.0,0.0,0.0,0.0,1.2352941,1.0,1.0
320,179,,,3.0,2.0,1.0,,2.0,1.0,3.0,1.0,3.0,3.0,1.0,100.0,1.0,4.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,9,1,50.0,5.0,1,0,0,0.0,161.0,13.416667,1.0,1.0,0.0,0.0,0.0,0.0,0.11764717,1.0,0.0
321,1241,,,1.0,3.0,,,,2.0,2.0,1.0,3.0,3.0,1.0,270.0,0.0,3.0,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,14,1,20.0,18.5,1,0,0,0.0,162.0,13.5,1.0,1.0,1.0,0.0,0.0,0.0,-0.7647059,0.0,1.0
322,1242,,,2.0,3.0,,,,2.0,4.0,1.0,3.0,2.0,1.0,20.0,1.0,1.0,4.0,2.0,,4.0,,,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,14,1,8.0,0.0,1,0,0,0.0,160.0,13.333333,1.0,1.0,0.0,0.0,0.0,0.0,-0.7647059,1.0,1.0
323,182,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,,0.0,1.0,3.0,4.0,4.0,2.5,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,9,1,10.0,10.0,1,0,0,0.0,160.0,13.333333,1.0,1.0,0.0,1.0,0.0,0.0,-0.8823528,1.0,0.0
324,1251,0.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,,3.0,1.0,3.0,0.0,,0.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,14,1,30.0,,1,0,0,0.0,163.0,13.583333,1.0,0.0,0.0,0.0,0.0,0.0,-0.7647059,0.0,1.0
325,187,0.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,,0.0,5.0,5.0,1.0,5.0,,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,9,1,20.0,20.0,1,0,0,0.0,178.0,14.833333,1.0,1.0,0.0,0.0,0.0,0.0,-0.8823528,1.0,0.0
326,188,0.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,60.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,9,1,10.0,30.0,1,0,0,0.0,176.0,14.666667,1.0,0.0,0.0,0.0,0.0,0.0,0.11764717,0.0,0.0
